0,Он с оптическим диском или нет?,

0,Потянет доту? И можно ли подключить роутер?,

0,Сколько в кс ФПС на минималках очень интересно !,

0,2 HDMI это два выхода или вход\выход? он может работать как монитор для PS3 или другого компьютера?,

