0,Очень странное фото на нем явно не gtx 1050 ti т.к. такого дизайна нет, что это за компоновка с пассивных охлаждением, может конечно ноунейм, но только из-за этого не рискнул бы взять, хотя по характеристикам похоже на хорошо сбалансированную систему неплохой производительности способную взять все на средних и высоких настройках.,

