0,Доброго дня! Цей ПК потягне два монітори Samsung 21.5" S22F350F?,

0,Вказуйте що в комплект входить мишка і клавіатура, бо я у вас купував окремо і тепер у мене є дві мишки і дві клавіатури))),

0,Сам системный блок весит 6.1 кг, на вид аккуратный и не занимает много места. 10 винда стала без проблем. Юзать интернет с вордом и посмотреть пару кинчиков самое оно. Только траблы с Wi-Fi, компьютер его почему-то не видит, но я думаю что пару часов танца с бубонами и пара англоязычных форумов исправят проблему:) Для игр не подойдет.,

0,А что это за ос DOS ?норм?,или лучше установить windows,и какой лучше для этого пк,

0,Какая мать стоит7,

